case_id,risk_code,phase1_status,phase1_finding_code,priority,closure_status,resolution_class,action,policy_code,current_state_json,resolved_state_json,evidence_count,message
ipo_2020_01408,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",1,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2020_01408,customer_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}",4,
ipo_2020_01408,supplier_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}",5,
ipo_2020_01942,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_01942,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",1,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2020_01942,customer_concentration,POLICY_AMBIGUITY,CONCENTRATION_BOUND_PROOF_REQUIRES_REVIEW,,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,FORMAL_BOUND_EXCLUDES_MEDIUM,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_01942,supplier_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_01961,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",1,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2020_01961,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}",2,
ipo_2020_01961,customer_concentration,POLICY_AMBIGUITY,CONCENTRATION_BOUND_PROOF_REQUIRES_REVIEW,,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,FORMAL_BOUND_EXCLUDES_MEDIUM,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_01961,supplier_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}",2,
ipo_2020_02057,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",1,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2020_02057,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_02057,customer_concentration,POLICY_AMBIGUITY,CONCENTRATION_BOUND_PROOF_REQUIRES_REVIEW,,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,FORMAL_BOUND_EXCLUDES_MEDIUM,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_02057,supplier_concentration,POLICY_AMBIGUITY,CONCENTRATION_BOUND_PROOF_REQUIRES_REVIEW,,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,FORMAL_BOUND_EXCLUDES_MEDIUM,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_02135,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_02135,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}",1,
ipo_2020_02135,customer_concentration,POLICY_AMBIGUITY,CONCENTRATION_BOUND_PROOF_REQUIRES_REVIEW,,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,FORMAL_BOUND_EXCLUDES_MEDIUM,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_02263,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_02263,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_02263,customer_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",2,
ipo_2020_02263,supplier_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,REVIEW_STATE,CONFIRM_EXISTING,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",1,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2020_02599,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_02599,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_02599,customer_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_02599,supplier_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,POLICY_RESOLVED,CONFIRM_EXISTING,MAX_SEVERITY_ACROSS_VALID_COMPARABLE_PERIODS,"{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}",1,v1.1.2 retains the most adverse valid comparable-period state; later improvement does not erase an observed trigger.
ipo_2020_03347,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",1,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2020_03347,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",1,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2020_03347,customer_concentration,POLICY_AMBIGUITY,CONCENTRATION_BOUND_PROOF_REQUIRES_REVIEW,,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,FORMAL_BOUND_EXCLUDES_MEDIUM,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",2,
ipo_2020_06063,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_06063,customer_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""high"", ""expected_status"": ""verified""}",7,
ipo_2020_06063,supplier_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}",8,
ipo_2020_06618,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_06618,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_06618,customer_concentration,POLICY_AMBIGUITY,CONCENTRATION_BOUND_PROOF_REQUIRES_REVIEW,,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,FORMAL_BOUND_EXCLUDES_MEDIUM,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_06618,supplier_concentration,POLICY_AMBIGUITY,CONCENTRATION_BOUND_PROOF_REQUIRES_REVIEW,,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,FORMAL_BOUND_EXCLUDES_MEDIUM,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_06688,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",1,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2020_06688,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",1,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2020_06688,customer_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_06688,supplier_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_06900,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_06900,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P0_POSITIVE_OR_NEEDS_REVIEW,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}","{""applicable"": true, ""expected_level"": ""medium"", ""expected_status"": ""verified""}",1,
ipo_2020_06900,customer_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",1,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2020_06900,supplier_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_06968,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_06968,revenue_growth,INSUFFICIENT_INPUT,REVENUE_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,REVIEW_STATE,SET_REVIEW_STATE,EVIDENCE_LIMITED_FINAL_REVIEW_STATE,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": true, ""expected_level"": null, ""expected_status"": ""needs_review""}",1,"Existing cited evidence does not support a frozen numeric threshold proof. The correct closed state is needs_review, not an invented number."
ipo_2020_06968,customer_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_06968,supplier_concentration,INSUFFICIENT_INPUT,CONCENTRATION_RECOMPUTE_INPUTS_INSUFFICIENT,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
ipo_2020_08489,continuous_loss,INSUFFICIENT_INPUT,LOSS_PERIODS_MISSING,P1_REJECTED_LABEL_BACKFILL,CLOSED,DETERMINISTIC,CONFIRM_EXISTING,CANONICAL_INPUTS_CONFIRM_LABEL,"{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}","{""applicable"": false, ""expected_level"": ""not_applicable"", ""expected_status"": ""rejected""}",1,
