case_id,stock_code,risk_code,gold_page,evidence_role,requirement,source_authority,section,evidence_id,annotation_file,exact_text_preview,parser_page_present,parser_text_severe_miss,v1_rank,v1_candidate_hit,v1_miss_type,v2_rank,v2_candidate_hit,v2_miss_type,v21_rank,v21_candidate_hit,v21_miss_type,best_rank,partial_completion,miss_type,underlying_miss_type
ipo_2020_00368,0368.HK,redemption_rights,94,primary,required,corporate_structure,,ipo_2020_00368:redemption_rights:11,expert_results\ipo_2020_00368\pass1\expert_annotation_v1.json,於 本 公 司 註 冊 成 立 後，一 股 股 份 以 繳 足 股 款 的 方 式 按 面 值 配 發 及 發 行 予 初 始 認 購 人（為 獨 立 第 三 方）。同 日，該 股 份 轉 讓 予Fate Investment，並 以 繳 足 股 款 的 方 式 按 面 值 配 發 及 發 行 額 外99股 股 份 予Fate Investment。 因 此， 本 公 司 成 為Fate Investment的 直 接 全 資 附 屬 公 司。,True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_00368,0368.HK,material_litigation_compliance,165,primary,required,legal_disclosure,,ipo_2020_00368:material_litigation_compliance:13,expert_results\ipo_2020_00368\pass1\expert_annotation_v1.json,於 二 零 二 零 年 一 月 六 日，法 院 裁 定 創 基 工 程 敗 訴，判 處 賠 償 約0.3百 萬 港 元 的 款 項 連 同 訴 訟 訟 費，包 括 原 告 人 的 法 律 費 用，據 董 事 尋 求 法 律 意 見 後 所 深 知，我 們 或 需 承 擔 約0.9百 萬 港 元，且 董 事 所 得 建 議 為 有 關 的 預 計 成 本 屬 估 算，確 實 成 本 須 待 上 訴 完 成 後 得 悉。如 確 實 成 本 涉 及 大 額 費 用，或 對 我 們 ,True,False,3,True,hit,5,True,hit,3,True,hit,3,False,hit,hit
ipo_2020_00368,0368.HK,precommercial_product,97,primary,required,business_section,,ipo_2020_00368:precommercial_product:15,expert_results\ipo_2020_00368\pass1\expert_annotation_v1.json,我 們 是 香 港 一 家 具 規 模 的 承 建 商，擁 有 逾15年 營 運 歷 史，提 供 裝 修 服 務 以 及 維 修 及 保 養 服 務。裝 修 服 務 主 要 涵 蓋 於 新 樓 宇 及 物 業 項 目 進 行 的 天 花、地 板、牆 壁、照 明、 玻 璃、金 屬、木 工、石 工 及 泥 水 工 程。我 們 亦 採 購 及 安 裝 按 客 戶 規 格 定 制 的 門、家 具 及 配 件，以 作 為 裝 修 服 務 的 一 部 分。維 修 及 保 養 服 務 主 ,True,False,,False,candidate_miss,21,True,ranking_miss,5,True,hit,5,False,hit,hit
ipo_2020_01167,1167.HK,cash_runway,425,primary,required,accountants_report,,ipo_2020_01167:cash_runway:0,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,"綜合現金流量表 截至12月31日止年度 截至6月30日止六個月 附註 2018年 2019年 2019年 2020年 人民幣千元 人民幣千元 人民幣千元 人民幣千元 （未經審計） 經營活動的現金流量 經營所用現金 27 (80,080) (115,620) (47,492) (73,412) 已收利息 187 2,595 1,361 1,409 經營活動所用現金淨額 (79,893) (113,025) (46,131) (72,003)",True,False,2,True,hit,2,True,hit,3,True,hit,2,False,hit,hit
ipo_2020_01167,1167.HK,cash_runway,453,supporting,required,accountants_report,,ipo_2020_01167:cash_runway:1,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,"(b) 調節至綜合現金流量表： 於12月31日 於6月30日 2018年 2019年 2020年 人民幣千元 人民幣千元 人民幣千元 現金及銀行結餘 420,833 314,338 405,481 減：三個月以上的定期存款 – – (69,481) 現金及現金等價物 420,833 314,338 336,000",True,False,3,True,hit,3,True,hit,4,True,hit,3,False,hit,hit
ipo_2020_01167,1167.HK,continuous_loss,416,primary,required,accountants_report,,ipo_2020_01167:continuous_loss:2,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,"綜合虧損表 截至12月31日止年度 截至6月30日止六個月 附註 2018年 2019年 2019年 2020年 人民幣千元 人民幣千元 人民幣千元 人民幣千元 （未經審計） 除所得稅前虧損 (155,935) (425,817) (155,055) (810,904) 所得稅開支 11 – – – – 年內╱期內虧損 (155,935) (425,817) (155,055) (810,904)",True,False,5,True,hit,6,True,ranking_miss,1,True,hit,1,False,hit,hit
ipo_2020_01167,1167.HK,revenue_growth,294,primary,required,financial_information,,ipo_2020_01167:revenue_growth:3,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,目前，我們的產品尚未獲准進行商業銷售，我們尚未從產品銷售產生任何收入。自公司成立以來，我們概未盈利並持續產生經營虧損。,True,False,17,True,ranking_miss,17,True,ranking_miss,26,True,ranking_miss,17,False,ranking_miss,ranking_miss
ipo_2020_01167,1167.HK,customer_concentration,294,primary,required,financial_information,,ipo_2020_01167:customer_concentration:4,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,目前，我們的產品尚未獲准進行商業銷售，我們尚未從產品銷售產生任何收入。自公司成立以來，我們概未盈利並持續產生經營虧損。,True,False,,False,candidate_miss,5,True,hit,3,True,hit,3,False,hit,hit
ipo_2020_01167,1167.HK,supplier_concentration,287,primary,required,business_section,,ipo_2020_01167:supplier_concentration:5,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,截至2018年及2019年12月31日止年度以及截至2020年6月30日止六個月，我們向五大供應商採購的總額分別佔總採購的43.5%、48.4%及42.4%，而我們向最大供應商作出的採購分別佔總採購的11.0%、19.1%及20.8%。,True,False,2,True,hit,2,True,hit,2,True,hit,2,False,hit,hit
ipo_2020_01167,1167.HK,redemption_rights,204,primary,required,pre_ipo_investment,,ipo_2020_01167:redemption_rights:6,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,每位首次公開發售前投資者已於2020年9月簽立棄權承諾書，自棄權承諾書日期起終止上述贖回權和回購請求權（如適用）。贖回權或回購請求權（如適用）僅在未上市的情況下方可行使，且僅在發生（其中包括）下列情況時（以較早者為準）自動恢復：(i)本公司撤回上市申請；(ii)聯交所拒絕上市申請；或(iii)本公司未能在指定的最後期限前完成首次公開發售。,True,False,4,True,hit,4,True,hit,4,True,hit,4,False,hit,hit
ipo_2020_01167,1167.HK,material_litigation_compliance,291,primary,required,legal_disclosure,,ipo_2020_01167:material_litigation_compliance:8,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,董事確認，截至最後可行日期，我們並非任何可能對我們的業務、財務狀況或經營業績造成重大不利影響的實際或威脅提起的法律或行政訴訟中的當事方，董事亦不知悉我們將被列為當事方的任何潛在或威脅提起的法律、仲裁或行政訴訟。董事進一步確認，概無董事或高級管理人員個人牽涉任何該等法律、仲裁或行政訴訟。 中國法律顧問確認，於往績記錄期間及直至最後可行日期，我們在所有重大方面均已遵守適用中國法律法規。董事確認，我們未涉及任何重大或系統性不合規事件。,True,False,7,True,ranking_miss,10,True,ranking_miss,7,True,ranking_miss,7,False,ranking_miss,ranking_miss
ipo_2020_01167,1167.HK,precommercial_product,225,primary,required,business_section,,ipo_2020_01167:precommercial_product:9,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,我們的核心產品JAB-3068是第二個已獲得美國FDA IND批准進入臨床開發的SHP2抑制劑。我們於2018年在美國和中國開展JAB-3068在實體瘤中的I期劑量遞增研究，並於2019年10月在中國開展在NSCLC、HNSCC和ESCC的IIa期劑量擴展研究。,True,False,14,True,ranking_miss,28,True,ranking_miss,14,True,ranking_miss,14,False,ranking_miss,ranking_miss
ipo_2020_01167,1167.HK,precommercial_product,294,supporting,required,financial_information,,ipo_2020_01167:precommercial_product:10,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,目前，我們的產品尚未獲准進行商業銷售，我們尚未從產品銷售產生任何收入。,True,False,8,True,ranking_miss,16,True,ranking_miss,11,True,ranking_miss,8,False,ranking_miss,ranking_miss
ipo_2020_01408,1408.HK,cash_runway,394,primary,required,accountants_report,,ipo_2020_01408:cash_runway:0,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,"經營活動所得現金淨額 15,245 18,343 16,459 28,609 7,127",True,False,2,True,hit,2,True,hit,3,True,hit,2,False,hit,hit
ipo_2020_01408,1408.HK,cash_runway,395,supporting,required,accountants_report,,ipo_2020_01408:cash_runway:1,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,"年╱期末現金及現金等價物 以銀行結餘及現金呈列 8,593 18,731 34,038 47,183 40,900",True,False,3,True,hit,3,True,hit,4,True,hit,3,False,hit,hit
ipo_2020_01408,1408.HK,continuous_loss,390,primary,required,accountants_report,,ipo_2020_01408:continuous_loss:2,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,"附註 2017年 2018年 2019年 止兩個月 止兩個月 千澳門元 千澳門元 千澳門元 千澳門元 千澳門元 （未經審核） 收益 6 160,752 218,254 237,680 44,967 48,513 服務成本 (117,447) (168,176) (184,583) (33,721) (36,612) 毛利 43,305 50,078 53,097 11,246 11,901 其他收入 7 – 14 11 – 3 預期信貸虧損模式下 之減值虧損，扣除撥回 30b",True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_01408,1408.HK,revenue_growth,390,primary,required,accountants_report,,ipo_2020_01408:revenue_growth:3,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,"截至12月31日止年度 截至 2019年 2月28日 截至 2020年 2月29日 附註 2017年 2018年 2019年 止兩個月 止兩個月 千澳門元 千澳門元 千澳門元 千澳門元 千澳門元 （未經審核） 收益 6 160,752 218,254 237,680 44,967 48,513",True,False,10,True,ranking_miss,10,True,ranking_miss,16,True,ranking_miss,10,False,ranking_miss,ranking_miss
ipo_2020_01408,1408.HK,customer_concentration,390,primary,required,accountants_report,,ipo_2020_01408:customer_concentration:4,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,"收益 6 160,752 218,254 237,680 44,967 48,513",True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,True,partial_completion,candidate_miss
ipo_2020_01408,1408.HK,customer_concentration,174,supporting,required,business_section,,ipo_2020_01408:customer_concentration:5,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,1 客戶D(附註) 一家亞洲綜合娛樂度假村設施 發展商、擁有人及營運商， 其股份於納斯達克股票市場 上市，於最後實際可行日期 的市值超過91億美元。根據 其最終控股公司截至2019年 12月31日止年度的年報，客 戶D經營(i)位於澳門氹仔的 一家娛樂場酒店；(ii)位於澳 門路氹城的一處綜合城市娛 樂場度假村；及(iii)澳門最大 非娛樂場式運營的電子博彩 機。客戶D亦為澳門路氹城處 電影主題式綜合娛樂、零售 及博彩度假村的主要擁有人 及營運商 低壓系統工程、暖通空調 系統,True,False,19,True,ranking_miss,9,True,ranking_miss,11,True,ranking_miss,9,True,partial_completion,ranking_miss
ipo_2020_01408,1408.HK,customer_concentration,175,supporting,required,business_section,,ipo_2020_01408:customer_concentration:6,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,"總計 47,199 97.3",True,False,2,True,hit,2,True,hit,2,True,hit,2,True,hit,hit
ipo_2020_01408,1408.HK,supplier_concentration,269,primary,required,financial_information,,ipo_2020_01408:supplier_concentration:8,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,"材料成本（附註1） 20,184 17.2 44,144 26.2 50,778 27.5 7,128 21.1 7,173 19.6",True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,True,partial_completion,candidate_miss
ipo_2020_01408,1408.HK,supplier_concentration,269,supporting,required,financial_information,,ipo_2020_01408:supplier_concentration:9,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,(1) 材料成本主要指空調系統、照明系統、電力電纜及工程所使用其他材料的採購成本，分別 佔往績記錄期間總服務成本的約17.2%、26.2%、27.5%及19.6%。有關我們的工程及服務所 用材料的進一步詳情，請參閱本招股章程「業務－採購和原材料」。,True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,True,partial_completion,candidate_miss
ipo_2020_01408,1408.HK,supplier_concentration,193,supporting,required,business_section,,ipo_2020_01408:supplier_concentration:10,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,"1 供應商L 香港註冊成立公司，主要從事提 供照明控制和樓宇自動化系統 的解決方案 房間控制單元 2年 30 天或交付 時 電匯 3,662 51.0",True,False,1,True,hit,1,True,hit,2,True,hit,1,True,hit,hit
ipo_2020_01408,1408.HK,supplier_concentration,193,supporting,required,business_section,,ipo_2020_01408:supplier_concentration:11,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,"總計 5,883 82.0",True,False,1,True,hit,1,True,hit,2,True,hit,1,True,hit,hit
ipo_2020_01408,1408.HK,redemption_rights,111,primary,required,pre_ipo_investment,,ipo_2020_01408:redemption_rights:13,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,並無根據 相關首次公開發售前協議授予首次公開發售前 投資者特別權利（包括無撤資權）及首次公開 發售前投資者（作為少數股東，無權委任董事 會成員）所承擔的風險；,True,False,6,True,ranking_miss,6,True,ranking_miss,3,True,hit,3,False,hit,hit
ipo_2020_01408,1408.HK,material_litigation_compliance,222,primary,required,legal_disclosure,,ipo_2020_01408:material_litigation_compliance:15,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,訴訟及合規事宜 於最後實際可行日期，概無對我們或我們的任何董事提起任何未決或構成威脅且 可能對我們的業務、財務狀況或經營業績造成重大不利影響的訴訟、索償或仲裁程序。 董事確認，於往績記錄期間及直至最後實際可行日期，(i)我們已取得在澳門經營 業務的一切重大牌照、許可證、批文、資格及證書；及(ii)我們已在所有重大方面遵守 澳門（即本集團經營業務所在的主要司法權區）的所有適用法例及法規。 根據我們的澳門法律顧問的意見，我們於往績記錄期間及直至最後實際可行日期 已在所有重大方面遵,True,False,2,True,hit,2,True,hit,2,True,hit,2,False,hit,hit
ipo_2020_01408,1408.HK,precommercial_product,127,primary,required,business_section,,ipo_2020_01408:precommercial_product:18,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,我們為澳門的一家機電工程服務工程承建商。根據行業報告，按於2019年在澳 門機電工程服務業的收益計，我們於2019年在澳門機電工程服務工程承建商中排名第 五，所佔市場份額約為1.9%。我們是在土地工務運輸局註冊的綜合機電工程服務工程 承建商，擁有資深工程團隊、熟練工及╱或分包商，在澳門根據客戶的合約需求提供 全面的機電工程服務工程組合，通常涉及(i)低壓系統工程；(ii)暖通空調系統工程；及 (iii)弱電系統工程的供應及╱或安裝、相關測試及調試，以及機電工程服務工程的管 理,True,False,,False,candidate_miss,31,True,ranking_miss,2,True,hit,2,False,hit,hit
ipo_2020_01942,1942.HK,cash_runway,311,primary,required,accountants_report,,ipo_2020_01942:cash_runway:0,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,"經營活動所得現金淨額. . . . . . . . 23,996 28,362 36,032 14,189 21,817",True,False,2,True,hit,2,True,hit,5,True,hit,2,False,hit,hit
ipo_2020_01942,1942.HK,cash_runway,312,supporting,required,accountants_report,,ipo_2020_01942:cash_runway:1,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,"於報告期末現金及現金等價物， 指銀行結餘及現金. . . . . . . . . . 21,726 25,596 34,149 31,101 39,079",True,False,1,True,hit,1,True,hit,4,True,hit,1,False,hit,hit
ipo_2020_01942,1942.HK,continuous_loss,306,primary,required,accountants_report,,ipo_2020_01942:continuous_loss:2,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,"年╱期內溢利及全面收入 總額. . . . . . . . . . . . . . 11,490 15,617 22,751 10,084 7,833",True,False,8,True,ranking_miss,8,True,ranking_miss,1,True,hit,1,False,hit,hit
ipo_2020_01942,1942.HK,revenue_growth,306,primary,required,accountants_report,,ipo_2020_01942:revenue_growth:3,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,"合併損益及其他全面收益表 截至3月31日止年度 截至9月30日止 六個月 2017年 2018年 2019年 2018年 2019年 附註 千令吉 千令吉 千令吉 千令吉 千令吉 （未經審核） 收益. . . . . . . . . . . . . . . 5 101,911 115,462 133,615 60,998 74,488",True,False,1,True,hit,1,True,hit,4,True,hit,1,False,hit,hit
ipo_2020_01942,1942.HK,customer_concentration,149,primary,required,business_section,,ipo_2020_01942:customer_concentration:4,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,截至2017 年、2018 年及2019 年3 月31 日止年度及截至 2019 年9 月30 日止六個月，本集團的客戶概無佔其總收益的5 ％或以上，且於往績 記錄期，本集團並無依賴任何單一客戶。,True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_01942,1942.HK,supplier_concentration,143,primary,required,business_section,,ipo_2020_01942:supplier_concentration:5,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,五大供應商 截至2017 年、2018 年及2019 年3 月31 日止年度及截至2019 年9 月30 日止六個 月，自本集團五大供應商的採購額分別佔本集團總採購額的約55.3 % 、50.9 % 、 54.9 % 及57.0 % ，而自本集團最大供應商的採購額分別佔約18.9 % 、13.8 % 、 15.3 % 及19.0 % 。於最後實際可行日期，本集團與其五大供應商的業務關係的年限 介乎五至11年。,True,False,2,True,hit,2,True,hit,3,True,hit,2,False,hit,hit
ipo_2020_01942,1942.HK,redemption_rights,371,primary,required,legal_disclosure,,ipo_2020_01942:redemption_rights:6,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,2. 組織章程細則 細則於2020 年3 月23 日獲有條件採納，自上市日期起生效。以下乃細則中若干 條文的概要： (a) 股份 (i) 股份類別 本公司股本包括普通股。,True,False,1,True,hit,1,True,hit,1,True,hit,1,True,hit,hit
ipo_2020_01942,1942.HK,redemption_rights,191,supporting,required,corporate_structure,,ipo_2020_01942:redemption_rights:7,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,地位 發售股份將與所有現已發行或將予配發及發行的股份享有同等地位，並將有權 收取於本招股章程日期後所宣派、作出或派付的所有股息或其他分派，惟不享有資 本化發行項下的權利。,True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,True,partial_completion,candidate_miss
ipo_2020_01942,1942.HK,material_litigation_compliance,165,primary,required,legal_disclosure,,ipo_2020_01942:material_litigation_compliance:8,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,牌照、許可證及批准 於最後實際可行日期，本集團已取得對本集團於馬來西亞的業務運營屬重大的 所需的一切牌照、許可證及批准。本集團將於彼等到期時續新所有相關牌照、許可 證及批准，及誠如馬來西亞法律顧問所告知，續新相關牌照、許可證及批准屬程序 性質，且續新有關牌照、許可證及批准並無法律阻礙。有關本集團就其業務須獲得 的牌照的進一步詳情，請參閱本招股章程「監管概覽— A . 與本集團業務經營有關的 法律及法規」。,True,False,5,True,hit,6,True,ranking_miss,5,True,hit,5,False,hit,hit
ipo_2020_01942,1942.HK,material_litigation_compliance,165,supporting,required,legal_disclosure,,ipo_2020_01942:material_litigation_compliance:9,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,法律程序及合規 於最後實際可行日期，本集團並無涉及任何重大訴訟、仲裁或索償，且經董事 確認，並無任何由本集團提起或對本集團提起的未決或潛在的重大訴訟、仲裁或索 償而可能對其經營業績或財務狀況造成重大不利影響。董事確認，於往績記錄期及 直至最後實際可行日期，本集團並無涉及任何已對或可能對其經營業績或財務狀況 造成重大不利影響的不合規事件。,True,False,5,True,hit,6,True,ranking_miss,5,True,hit,5,False,hit,hit
ipo_2020_01942,1942.HK,precommercial_product,335,primary,required,accountants_report,,ipo_2020_01942:precommercial_product:10,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,"5. 收益 截至3月31日止年度 截至9月30日止 六個月 2017年 2018年 2019年 2018年 2019年 千令吉 千令吉 千令吉 千令吉 千令吉 （未經審核） 國際財務報告準則第15號項下的 客戶合約收益 銷售光學產品 —予零售客戶. . . . . . . . . . . . 96,594 111,360 131,362 59,561 73,516 —予特許經營人. . . . . . . . . . 2,081 1,050 1,209 607 762 —予聯",True,False,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,,False,candidate_miss,candidate_miss
ipo_2020_01961,1961.HK,cash_runway,471,primary,required,accountants_report,,ipo_2020_01961:cash_runway:0,expert_results\ipo_2020_01961\pass1\expert_annotation_v1.json,"合併現金流量表 第II節 截至十二月三十一日止年度 截至九月三十日止九個月 附註 二零一六年 二零一七年 二零一八年 二零一八年 二零一九年 人民幣千元 人民幣千元 人民幣千元 人民幣千元 人民幣千元 （未經審核） 經營活動所得╱（所用）現金流 量淨額 . . . . . . . . . . . . . . . . . 38,312 74,791 32,698 25,800 (96,780)",True,False,2,True,hit,2,True,hit,3,True,hit,2,False,hit,hit
ipo_2020_01961,1961.HK,cash_runway,472,supporting,required,accountants_report,,ipo_2020_01961:cash_runway:1,expert_results\ipo_2020_01961\pass1\expert_annotation_v1.json,"第II節 截至十二月三十一日止年度 截至九月三十日止九個月 附註 二零一六年 二零一七年 二零一八年 二零一八年 二零一九年 人民幣千元 人民幣千元 人民幣千元 人民幣千元 人民幣千元 （未經審核） 現金及現金等價物 增加╱（減少）淨額 ........ 441 91,062 (17,651) (4,935) (61,585) 年初╱期初現金及現金等價物 14,204 14,645 105,707 105,707 89,270 外匯變動影響淨額 .......... – – ",True,False,1,True,hit,1,True,hit,4,True,hit,1,False,hit,hit
