case_id,risk_code,page,evidence_role,requirement,source_authority,confidence,evidence_id,gold_label,judgement_status,annotation_source,audit_status,audit_resolution
ipo_2020_00368,redemption_rights,93,primary,required,corporate_structure,0.99,ipo_2020_00368:redemption_rights:10,3,JUDGED,expert_results\ipo_2020_00368\pass1\expert_annotation_v1.json,not_available,
ipo_2020_00368,redemption_rights,94,primary,required,corporate_structure,0.98,ipo_2020_00368:redemption_rights:11,3,JUDGED,expert_results\ipo_2020_00368\pass1\expert_annotation_v1.json,not_available,
ipo_2020_00368,redemption_rights,95,cross_check,supporting_only,corporate_structure,0.98,ipo_2020_00368:redemption_rights:12,1,JUDGED,expert_results\ipo_2020_00368\pass1\expert_annotation_v1.json,not_available,
ipo_2020_00368,material_litigation_compliance,165,primary,required,legal_disclosure,1.0,ipo_2020_00368:material_litigation_compliance:13,3,JUDGED,expert_results\ipo_2020_00368\pass1\expert_annotation_v1.json,not_available,
ipo_2020_00368,material_litigation_compliance,166,cross_check,supporting_only,legal_disclosure,0.99,ipo_2020_00368:material_litigation_compliance:14,1,JUDGED,expert_results\ipo_2020_00368\pass1\expert_annotation_v1.json,not_available,
ipo_2020_00368,precommercial_product,97,primary,required,business_section,1.0,ipo_2020_00368:precommercial_product:15,3,JUDGED,expert_results\ipo_2020_00368\pass1\expert_annotation_v1.json,not_available,
ipo_2020_00368,precommercial_product,166,supporting,supporting_only,business_section,0.99,ipo_2020_00368:precommercial_product:16,1,JUDGED,expert_results\ipo_2020_00368\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01167,cash_runway,425,primary,required,accountants_report,0.99,ipo_2020_01167:cash_runway:0,3,JUDGED,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01167,cash_runway,453,supporting,required,accountants_report,0.99,ipo_2020_01167:cash_runway:1,2,JUDGED,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01167,continuous_loss,416,primary,required,accountants_report,0.99,ipo_2020_01167:continuous_loss:2,3,JUDGED,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_01167,revenue_growth,294,primary,required,financial_information,0.98,ipo_2020_01167:revenue_growth:3,3,JUDGED,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|APPLY_AUDIT_OVERLAY_RELABEL|ZERO_BASE_NONDECLINE_EXCLUDES_NEGATIVE_GROWTH|POLICY_RESOLVED
ipo_2020_01167,customer_concentration,294,primary,required,financial_information,0.98,ipo_2020_01167:customer_concentration:4,3,JUDGED,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|APPLY_AUDIT_OVERLAY_RELABEL|ZERO_REVENUE_DENOMINATOR_NOT_APPLICABLE|POLICY_RESOLVED
ipo_2020_01167,supplier_concentration,287,primary,required,business_section,0.99,ipo_2020_01167:supplier_concentration:5,3,JUDGED,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_01167,redemption_rights,204,primary,required,pre_ipo_investment,0.99,ipo_2020_01167:redemption_rights:6,3,JUDGED,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01167,redemption_rights,456,cross_check,supporting_only,accountants_report,0.98,ipo_2020_01167:redemption_rights:7,1,JUDGED,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01167,material_litigation_compliance,291,primary,required,legal_disclosure,0.98,ipo_2020_01167:material_litigation_compliance:8,3,JUDGED,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01167,precommercial_product,225,primary,required,business_section,0.99,ipo_2020_01167:precommercial_product:9,3,JUDGED,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01167,precommercial_product,294,supporting,required,financial_information,0.99,ipo_2020_01167:precommercial_product:10,2,JUDGED,expert_results\ipo_2020_01167\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01408,cash_runway,394,primary,required,accountants_report,0.99,ipo_2020_01408:cash_runway:0,3,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01408,cash_runway,395,supporting,required,accountants_report,0.99,ipo_2020_01408:cash_runway:1,2,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01408,continuous_loss,390,primary,required,accountants_report,0.99,ipo_2020_01408:continuous_loss:2,3,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|SET_REVIEW_STATE|EVIDENCE_LIMITED_FINAL_REVIEW_STATE|REVIEW_STATE
ipo_2020_01408,revenue_growth,390,primary,required,accountants_report,0.99,ipo_2020_01408:revenue_growth:3,3,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|SET_REVIEW_STATE|EVIDENCE_LIMITED_FINAL_REVIEW_STATE|REVIEW_STATE
ipo_2020_01408,customer_concentration,390,primary,required,accountants_report,0.99,ipo_2020_01408:customer_concentration:4,3,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_01408,customer_concentration,174,supporting,required,business_section,0.99,ipo_2020_01408:customer_concentration:5,2,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_01408,customer_concentration,175,supporting,required,business_section,0.99,ipo_2020_01408:customer_concentration:6,2,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_01408,customer_concentration,175,cross_check,supporting_only,business_section,0.99,ipo_2020_01408:customer_concentration:7,1,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_01408,supplier_concentration,269,primary,required,financial_information,0.98,ipo_2020_01408:supplier_concentration:8,3,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_01408,supplier_concentration,269,supporting,required,financial_information,0.97,ipo_2020_01408:supplier_concentration:9,2,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_01408,supplier_concentration,193,supporting,required,business_section,0.99,ipo_2020_01408:supplier_concentration:10,2,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_01408,supplier_concentration,193,supporting,required,business_section,0.99,ipo_2020_01408:supplier_concentration:11,2,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_01408,supplier_concentration,193,cross_check,supporting_only,business_section,0.99,ipo_2020_01408:supplier_concentration:12,1,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_01408,redemption_rights,111,primary,required,pre_ipo_investment,0.99,ipo_2020_01408:redemption_rights:13,3,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01408,redemption_rights,117,cross_check,supporting_only,pre_ipo_investment,0.99,ipo_2020_01408:redemption_rights:14,1,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01408,material_litigation_compliance,222,primary,required,legal_disclosure,0.99,ipo_2020_01408:material_litigation_compliance:15,3,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01408,material_litigation_compliance,219,supporting,supporting_only,legal_disclosure,0.98,ipo_2020_01408:material_litigation_compliance:16,1,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01408,material_litigation_compliance,496,cross_check,supporting_only,legal_disclosure,0.99,ipo_2020_01408:material_litigation_compliance:17,1,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01408,precommercial_product,127,primary,required,business_section,0.99,ipo_2020_01408:precommercial_product:18,3,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01408,precommercial_product,412,cross_check,supporting_only,accountants_report,0.99,ipo_2020_01408:precommercial_product:19,1,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01408,precommercial_product,221,context,supporting_only,business_section,0.97,ipo_2020_01408:precommercial_product:20,1,JUDGED,expert_results\ipo_2020_01408\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01942,cash_runway,311,primary,required,accountants_report,0.99,ipo_2020_01942:cash_runway:0,3,JUDGED,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01942,cash_runway,312,supporting,required,accountants_report,0.99,ipo_2020_01942:cash_runway:1,2,JUDGED,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01942,continuous_loss,306,primary,required,accountants_report,0.99,ipo_2020_01942:continuous_loss:2,3,JUDGED,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_01942,revenue_growth,306,primary,required,accountants_report,0.99,ipo_2020_01942:revenue_growth:3,3,JUDGED,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|SET_REVIEW_STATE|EVIDENCE_LIMITED_FINAL_REVIEW_STATE|REVIEW_STATE
ipo_2020_01942,customer_concentration,149,primary,required,business_section,0.99,ipo_2020_01942:customer_concentration:4,3,JUDGED,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|FORMAL_BOUND_EXCLUDES_MEDIUM|DETERMINISTIC
ipo_2020_01942,supplier_concentration,143,primary,required,business_section,0.99,ipo_2020_01942:supplier_concentration:5,3,JUDGED,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_01942,redemption_rights,371,primary,required,legal_disclosure,0.99,ipo_2020_01942:redemption_rights:6,3,JUDGED,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01942,redemption_rights,191,supporting,required,corporate_structure,0.96,ipo_2020_01942:redemption_rights:7,2,JUDGED,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01942,material_litigation_compliance,165,primary,required,legal_disclosure,0.99,ipo_2020_01942:material_litigation_compliance:8,3,JUDGED,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01942,material_litigation_compliance,165,supporting,required,legal_disclosure,0.99,ipo_2020_01942:material_litigation_compliance:9,2,JUDGED,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01942,precommercial_product,335,primary,required,accountants_report,0.99,ipo_2020_01942:precommercial_product:10,3,JUDGED,expert_results\ipo_2020_01942\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01961,cash_runway,471,primary,required,accountants_report,0.99,ipo_2020_01961:cash_runway:0,3,JUDGED,expert_results\ipo_2020_01961\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01961,cash_runway,472,supporting,required,accountants_report,0.99,ipo_2020_01961:cash_runway:1,2,JUDGED,expert_results\ipo_2020_01961\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01961,continuous_loss,466,primary,required,accountants_report,0.99,ipo_2020_01961:continuous_loss:2,3,JUDGED,expert_results\ipo_2020_01961\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|SET_REVIEW_STATE|EVIDENCE_LIMITED_FINAL_REVIEW_STATE|REVIEW_STATE
ipo_2020_01961,revenue_growth,466,primary,required,accountants_report,0.99,ipo_2020_01961:revenue_growth:3,3,JUDGED,expert_results\ipo_2020_01961\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_01961,revenue_growth,370,cross_check,supporting_only,financial_information,0.98,ipo_2020_01961:revenue_growth:4,1,JUDGED,expert_results\ipo_2020_01961\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_01961,customer_concentration,497,primary,required,accountants_report,0.99,ipo_2020_01961:customer_concentration:5,3,JUDGED,expert_results\ipo_2020_01961\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|FORMAL_BOUND_EXCLUDES_MEDIUM|DETERMINISTIC
ipo_2020_01961,supplier_concentration,237,primary,required,business_section,0.99,ipo_2020_01961:supplier_concentration:6,3,JUDGED,expert_results\ipo_2020_01961\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_01961,supplier_concentration,466,supporting,required,accountants_report,0.99,ipo_2020_01961:supplier_concentration:7,2,JUDGED,expert_results\ipo_2020_01961\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_01961,redemption_rights,150,primary,required,pre_ipo_investment,0.98,ipo_2020_01961:redemption_rights:8,3,JUDGED,expert_results\ipo_2020_01961\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01961,material_litigation_compliance,270,primary,required,legal_disclosure,0.94,ipo_2020_01961:material_litigation_compliance:9,3,JUDGED,expert_results\ipo_2020_01961\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01961,material_litigation_compliance,272,cross_check,supporting_only,legal_disclosure,0.99,ipo_2020_01961:material_litigation_compliance:10,1,JUDGED,expert_results\ipo_2020_01961\pass1\expert_annotation_v1.json,not_available,
ipo_2020_01961,precommercial_product,167,primary,required,business_section,0.99,ipo_2020_01961:precommercial_product:11,3,JUDGED,expert_results\ipo_2020_01961\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02057,cash_runway,297,supporting,required,accountants_report,0.99,ipo_2020_02057:cash_runway:0,2,JUDGED,expert_results\ipo_2020_02057\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02057,cash_runway,307,primary,required,accountants_report,0.99,ipo_2020_02057:cash_runway:1,3,JUDGED,expert_results\ipo_2020_02057\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02057,continuous_loss,301,primary,required,accountants_report,0.99,ipo_2020_02057:continuous_loss:2,3,JUDGED,expert_results\ipo_2020_02057\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|SET_REVIEW_STATE|EVIDENCE_LIMITED_FINAL_REVIEW_STATE|REVIEW_STATE
ipo_2020_02057,revenue_growth,300,primary,required,accountants_report,0.99,ipo_2020_02057:revenue_growth:3,3,JUDGED,expert_results\ipo_2020_02057\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_02057,customer_concentration,163,primary,required,business_section,0.99,ipo_2020_02057:customer_concentration:4,3,JUDGED,expert_results\ipo_2020_02057\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|FORMAL_BOUND_EXCLUDES_MEDIUM|DETERMINISTIC
ipo_2020_02057,supplier_concentration,166,primary,required,business_section,0.99,ipo_2020_02057:supplier_concentration:5,3,JUDGED,expert_results\ipo_2020_02057\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|FORMAL_BOUND_EXCLUDES_MEDIUM|DETERMINISTIC
ipo_2020_02057,redemption_rights,228,primary,required,pre_ipo_investment,0.98,ipo_2020_02057:redemption_rights:6,3,JUDGED,expert_results\ipo_2020_02057\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02057,redemption_rights,230,supporting,supporting_only,legal_disclosure,0.97,ipo_2020_02057:redemption_rights:7,1,JUDGED,expert_results\ipo_2020_02057\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02057,material_litigation_compliance,172,primary,required,legal_disclosure,0.99,ipo_2020_02057:material_litigation_compliance:8,3,JUDGED,expert_results\ipo_2020_02057\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02057,material_litigation_compliance,173,primary,required,legal_disclosure,0.99,ipo_2020_02057:material_litigation_compliance:9,3,JUDGED,expert_results\ipo_2020_02057\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02057,material_litigation_compliance,355,cross_check,supporting_only,accountants_report,0.98,ipo_2020_02057:material_litigation_compliance:10,1,JUDGED,expert_results\ipo_2020_02057\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02057,precommercial_product,324,primary,required,accountants_report,0.99,ipo_2020_02057:precommercial_product:11,3,JUDGED,expert_results\ipo_2020_02057\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02135,cash_runway,464,primary,required,accountants_report,0.99,ipo_2020_02135:cash_runway:0,3,JUDGED,expert_results\ipo_2020_02135\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02135,cash_runway,459,primary,required,accountants_report,0.99,ipo_2020_02135:cash_runway:1,3,JUDGED,expert_results\ipo_2020_02135\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02135,continuous_loss,458,primary,required,accountants_report,0.99,ipo_2020_02135:continuous_loss:2,3,JUDGED,expert_results\ipo_2020_02135\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_02135,revenue_growth,458,primary,required,accountants_report,0.99,ipo_2020_02135:revenue_growth:3,3,JUDGED,expert_results\ipo_2020_02135\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_02135,customer_concentration,244,primary,required,business_section,0.99,ipo_2020_02135:customer_concentration:4,3,JUDGED,expert_results\ipo_2020_02135\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|FORMAL_BOUND_EXCLUDES_MEDIUM|DETERMINISTIC
ipo_2020_02135,supplier_concentration,259,primary,required,business_section,0.99,ipo_2020_02135:supplier_concentration:5,3,JUDGED,expert_results\ipo_2020_02135\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02135,redemption_rights,160,primary,required,pre_ipo_investment,0.99,ipo_2020_02135:redemption_rights:6,3,JUDGED,expert_results\ipo_2020_02135\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02135,material_litigation_compliance,286,supporting,supporting_only,legal_disclosure,0.98,ipo_2020_02135:material_litigation_compliance:7,1,JUDGED,expert_results\ipo_2020_02135\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02135,material_litigation_compliance,289,primary,required,legal_disclosure,0.98,ipo_2020_02135:material_litigation_compliance:8,3,JUDGED,expert_results\ipo_2020_02135\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02135,precommercial_product,210,primary,required,business_section,0.99,ipo_2020_02135:precommercial_product:9,3,JUDGED,expert_results\ipo_2020_02135\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02135,precommercial_product,210,supporting,supporting_only,business_section,0.99,ipo_2020_02135:precommercial_product:10,1,JUDGED,expert_results\ipo_2020_02135\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02263,cash_runway,400,primary,required,accountants_report,0.99,ipo_2020_02263:cash_runway:0,3,JUDGED,expert_results\ipo_2020_02263\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02263,cash_runway,401,supporting,required,accountants_report,0.99,ipo_2020_02263:cash_runway:1,2,JUDGED,expert_results\ipo_2020_02263\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02263,continuous_loss,397,primary,required,accountants_report,0.99,ipo_2020_02263:continuous_loss:2,3,JUDGED,expert_results\ipo_2020_02263\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_02263,revenue_growth,397,primary,required,accountants_report,0.99,ipo_2020_02263:revenue_growth:3,3,JUDGED,expert_results\ipo_2020_02263\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_02263,customer_concentration,165,primary,required,business_section,0.99,ipo_2020_02263:customer_concentration:4,3,JUDGED,expert_results\ipo_2020_02263\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_02263,customer_concentration,397,supporting,required,accountants_report,0.99,ipo_2020_02263:customer_concentration:5,2,JUDGED,expert_results\ipo_2020_02263\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|CANONICAL_INPUTS_CONFIRM_LABEL|DETERMINISTIC
ipo_2020_02263,supplier_concentration,172,primary,required,business_section,0.95,ipo_2020_02263:supplier_concentration:6,3,JUDGED,expert_results\ipo_2020_02263\pass1\expert_annotation_v1.json,available,financial_resolution_v1.json:CLOSED|CONFIRM_EXISTING|EVIDENCE_LIMITED_FINAL_REVIEW_STATE|REVIEW_STATE
ipo_2020_02263,redemption_rights,107,primary,required,corporate_structure,0.96,ipo_2020_02263:redemption_rights:7,3,JUDGED,expert_results\ipo_2020_02263\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02263,redemption_rights,466,supporting,required,corporate_structure,0.98,ipo_2020_02263:redemption_rights:8,2,JUDGED,expert_results\ipo_2020_02263\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02263,redemption_rights,108,cross_check,supporting_only,corporate_structure,0.97,ipo_2020_02263:redemption_rights:9,1,JUDGED,expert_results\ipo_2020_02263\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02263,material_litigation_compliance,212,primary,required,legal_disclosure,0.99,ipo_2020_02263:material_litigation_compliance:10,3,JUDGED,expert_results\ipo_2020_02263\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02263,material_litigation_compliance,224,supporting,required,legal_disclosure,0.99,ipo_2020_02263:material_litigation_compliance:11,2,JUDGED,expert_results\ipo_2020_02263\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02263,material_litigation_compliance,190,supporting,supporting_only,legal_disclosure,0.99,ipo_2020_02263:material_litigation_compliance:12,1,JUDGED,expert_results\ipo_2020_02263\pass1\expert_annotation_v1.json,not_available,
ipo_2020_02263,precommercial_product,111,primary,required,business_section,0.99,ipo_2020_02263:precommercial_product:13,3,JUDGED,expert_results\ipo_2020_02263\pass1\expert_annotation_v1.json,not_available,
